"X.80.","X.Standard.","X.0.303571428571429.","X.0.579545454545455.","X.51.","X.37.","X.117.","X.1145."
"80","Standard","0.303571428571429","0.579545454545455","51","37","117","1145"
"80","Old","0.303571428571429","0.53125","51","45","117","1137"
