"X.280.","X.Standard.","X.0.951219512195122.","X.0.934640522875817.","X.429.","X.30.","X.22.","X.869."
"280","Standard","0.951219512195122","0.934640522875817","429","30","22","869"
"280","Old","0.842572062084257","0.942928039702233","380","23","71","876"
