"X.160.","X.Standard.","X.0.517915309446254.","X.0.768115942028985.","X.159.","X.48.","X.148.","X.995."
"160","Standard","0.517915309446254","0.768115942028985","159","48","148","995"
"160","PCA","0.511400651465798","0.769607843137255","157","47","150","996"
"160","DBSCAN","0.641693811074919","0.788","197","53","110","990"
