"X.120.","X.Standard.","X.0.5.","X.0.623711340206186.","X.121.","X.73.","X.121..1","X.1035."
"120","Standard","0.5","0.623711340206186","121","73","121","1035"
"120","Old","0.293388429752066","0.525925925925926","71","64","171","1044"
