"X.240.","X.Standard.","X.0.834808259587021.","X.0.712846347607053.","X.283.","X.114.","X.56.","X.897."
"240","Standard","0.834808259587021","0.712846347607053","283","114","56","897"
"240","Old","0.820058997050148","0.722077922077922","278","107","61","904"
